File_Record_0047.rec ( 10403 Samples/channels ) Sample Rate :1s
Date :5/13/2026 11:08:35 AM
Time;Voie A1[°C];Voie A2[°C];
5002000.000000;40.58838;39.52026;
5003000.000000;40.16113;39.96277;
5004000.000000;40.35950;39.74915;
5005000.000000;40.61890;39.62708;
5006000.000000;40.39001;39.77966;
5007000.000000;40.48157;39.67285;
5008000.000000;40.51208;39.65759;
5009000.000000;40.57312;39.62708;
5010000.000000;40.51208;39.65759;
5011000.000000;40.25269;39.77966;
5012000.000000;40.35950;39.85596;
5013000.000000;40.57312;39.52026;
5014000.000000;40.42053;39.59656;
5015000.000000;40.16113;39.94751;
5016000.000000;40.23743;39.90173;
5017000.000000;40.48157;39.67285;
5018000.000000;40.42053;39.58130;
5019000.000000;40.66467;39.53552;
5020000.000000;40.32898;39.87122;
5021000.000000;40.35950;39.71863;
5022000.000000;40.46631;39.67285;
5023000.000000;40.55786;39.56604;
5024000.000000;40.37476;39.74915;
5025000.000000;40.45105;39.70337;
5026000.000000;40.35950;39.70337;
5027000.000000;40.16113;39.85596;
5028000.000000;40.46631;39.79492;
5029000.000000;40.25269;39.81018;
5030000.000000;40.64941;39.67285;
5031000.000000;40.22217;39.94751;
5032000.000000;40.23743;39.77966;
5033000.000000;40.49683;39.47449;
5034000.000000;40.40527;39.76440;
5035000.000000;40.52734;39.76440;
5036000.000000;40.22217;39.99329;
5037000.000000;40.05432;40.02380;
5038000.000000;40.25269;39.94751;
5039000.000000;40.17639;39.96277;
5040000.000000;40.14587;39.96277;
5041000.000000;40.46631;39.70337;
5042000.000000;40.51208;39.55078;
5043000.000000;40.48157;39.65759;
5044000.000000;40.55786;39.53552;
5045000.000000;40.28320;39.70337;
5046000.000000;40.39001;39.74915;
5047000.000000;40.45105;39.58130;
5048000.000000;40.25269;39.77966;
5049000.000000;40.49683;39.68811;
5050000.000000;40.23743;39.85596;
5051000.000000;40.40527;39.85596;
5052000.000000;40.16113;40.02380;
5053000.000000;40.29846;39.76440;
5054000.000000;40.39001;39.71863;
5055000.000000;40.45105;39.62708;
5056000.000000;40.45105;39.68811;
5057000.000000;40.42053;39.76440;
5058000.000000;40.54260;39.65759;
5059000.000000;40.40527;39.82544;
5060000.000000;40.49683;39.73389;
5061000.000000;40.32898;39.85596;
5062000.000000;40.46631;39.79492;
5063000.000000;40.51208;39.74915;
5064000.000000;40.37476;39.81018;
5065000.000000;40.69519;39.45923;
5066000.000000;40.40527;39.74915;
5067000.000000;40.11536;40.02380;
5068000.000000;40.46631;39.76440;
5069000.000000;40.37476;39.68811;
5070000.000000;40.34424;39.73389;
5071000.000000;40.25269;39.82544;
5072000.000000;40.40527;39.82544;
5073000.000000;40.31372;39.85596;
5074000.000000;40.13062;39.93225;
5075000.000000;40.60364;39.67285;
5076000.000000;40.22217;40.05432;
5077000.000000;40.45105;39.73389;
5078000.000000;40.32898;39.85596;
5079000.000000;40.31372;39.90173;
5080000.000000;40.28320;39.90173;
5081000.000000;40.48157;39.77966;
5082000.000000;40.20691;39.97803;
5083000.000000;40.32898;39.85596;
5084000.000000;40.46631;39.79492;
5085000.000000;40.23743;39.93225;
5086000.000000;40.40527;39.81018;
5087000.000000;40.55786;39.67285;
5088000.000000;40.48157;39.65759;
5089000.000000;40.31372;39.85596;
5090000.000000;40.72571;39.59656;
5091000.000000;40.54260;39.59656;
5092000.000000;40.16113;40.02380;
5093000.000000;40.42053;39.87122;
5094000.000000;40.23743;40.03906;
5095000.000000;40.40527;39.84070;
5096000.000000;40.48157;39.64233;
5097000.000000;40.52734;39.58130;
5098000.000000;40.22217;39.96277;
5099000.000000;40.22217;40.02380;
5100000.000000;40.51208;39.68811;
5101000.000000;40.34424;39.87122;
5102000.000000;40.55786;39.70337;
5103000.000000;40.25269;39.99329;
5104000.000000;40.26794;39.96277;
5105000.000000;40.52734;39.71863;
5106000.000000;40.34424;39.79492;
5107000.000000;40.58838;39.53552;
5108000.000000;40.32898;39.84070;
5109000.000000;40.20691;40.02380;
5110000.000000;40.57312;39.67285;
5111000.000000;40.11536;40.08484;
5112000.000000;40.29846;39.93225;
5113000.000000;40.51208;39.76440;
5114000.000000;40.45105;39.74915;
5115000.000000;40.51208;39.81018;
5116000.000000;40.42053;39.97803;
5117000.000000;40.37476;39.84070;
5118000.000000;40.19165;40.00854;
5119000.000000;40.46631;39.70337;
5120000.000000;40.55786;39.62708;
5121000.000000;40.14587;40.06958;
5122000.000000;40.37476;39.99329;
5123000.000000;40.23743;39.91699;
5124000.000000;40.49683;39.71863;
5125000.000000;40.58838;39.71863;
5126000.000000;40.46631;39.77966;
5127000.000000;40.40527;39.87122;
5128000.000000;40.13062;40.02380;
5129000.000000;40.32898;39.81018;
5130000.000000;40.31372;39.96277;
5131000.000000;40.19165;39.99329;
5132000.000000;40.13062;40.13062;
5133000.000000;40.60364;39.76440;
5134000.000000;40.29846;39.79492;
5135000.000000;40.31372;39.87122;
5136000.000000;40.46631;39.84070;
5137000.000000;40.58838;39.68811;
5138000.000000;40.57312;39.68811;
5139000.000000;40.25269;40.06958;
5140000.000000;40.28320;40.00854;
5141000.000000;40.39001;39.90173;
5142000.000000;40.43579;39.85596;
5143000.000000;40.61890;39.61182;
5144000.000000;40.45105;39.61182;
5145000.000000;40.39001;39.87122;
5146000.000000;40.55786;39.65759;
5147000.000000;40.28320;40.05432;
5148000.000000;40.52734;39.74915;
5149000.000000;40.25269;40.00854;
5150000.000000;40.48157;39.81018;
5151000.000000;40.46631;39.81018;
5152000.000000;40.57312;39.71863;
5153000.000000;40.43579;39.88647;
5154000.000000;40.64941;39.67285;
5155000.000000;40.22217;40.05432;
5156000.000000;40.61890;39.74915;
5157000.000000;40.61890;39.77966;
5158000.000000;40.23743;40.05432;
5159000.000000;40.40527;40.02380;
5160000.000000;40.39001;39.93225;
5161000.000000;40.29846;40.03906;
5162000.000000;40.16113;40.20691;
5163000.000000;40.66467;39.67285;
5164000.000000;40.28320;40.00854;
5165000.000000;40.32898;40.03906;
5166000.000000;40.66467;39.70337;
5167000.000000;40.48157;39.87122;
5168000.000000;40.43579;40.03906;
5169000.000000;40.67993;39.67285;
5170000.000000;40.57312;39.91699;
5171000.000000;40.31372;39.91699;
5172000.000000;40.63416;39.79492;
5173000.000000;40.45105;39.96277;
5174000.000000;40.69519;39.62708;
5175000.000000;40.55786;39.85596;
5176000.000000;40.55786;39.82544;
5177000.000000;40.60364;39.96277;
5178000.000000;40.69519;39.70337;
5179000.000000;40.46631;40.05432;
5180000.000000;40.67993;39.82544;
5181000.000000;40.40527;40.00854;
5182000.000000;40.74097;39.73389;
5183000.000000;40.54260;39.90173;
5184000.000000;40.48157;40.05432;
5185000.000000;40.69519;39.94751;
5186000.000000;40.69519;39.90173;
5187000.000000;40.49683;39.93225;
5188000.000000;40.71045;39.81018;
5189000.000000;40.55786;40.05432;
5190000.000000;40.45105;40.00854;
5191000.000000;40.37476;40.22217;
5192000.000000;40.75623;39.76440;
5193000.000000;40.58838;40.10010;
5194000.000000;40.64941;39.91699;
5195000.000000;40.52734;40.05432;
5196000.000000;40.78674;39.82544;
5197000.000000;40.45105;40.10010;
5198000.000000;40.32898;40.17639;
5199000.000000;40.83252;39.81018;
5200000.000000;40.61890;39.93225;
5201000.000000;40.49683;40.19165;
5202000.000000;40.51208;40.22217;
5203000.000000;40.81726;39.81018;
5204000.000000;40.84778;39.97803;
5205000.000000;40.43579;40.26794;
5206000.000000;40.39001;40.25269;
5207000.000000;40.45105;40.08484;
5208000.000000;40.42053;40.14587;
5209000.000000;40.80200;39.88647;
5210000.000000;40.57312;40.13062;
5211000.000000;40.77148;40.02380;
5212000.000000;40.52734;40.02380;
5213000.000000;40.52734;40.20691;
5214000.000000;40.64941;40.00854;
5215000.000000;40.55786;39.94751;
5216000.000000;40.69519;39.99329;
5217000.000000;40.31372;40.26794;
5218000.000000;40.51208;40.14587;
5219000.000000;40.52734;40.20691;
5220000.000000;40.45105;40.20691;
5221000.000000;40.69519;40.08484;
5222000.000000;40.46631;40.13062;
5223000.000000;40.54260;40.03906;
5224000.000000;40.58838;39.94751;
5225000.000000;40.60364;40.19165;
5226000.000000;40.60364;40.20691;
5227000.000000;40.71045;39.96277;
5228000.000000;40.71045;39.87122;
5229000.000000;40.61890;39.99329;
5230000.000000;40.72571;39.88647;
5231000.000000;40.69519;40.03906;
5232000.000000;40.35950;40.23743;
5233000.000000;40.80200;39.85596;
5234000.000000;40.42053;40.37476;
5235000.000000;40.77148;39.91699;
5236000.000000;40.67993;40.02380;
5237000.000000;40.31372;40.29846;
5238000.000000;40.51208;40.19165;
5239000.000000;40.29846;40.34424;
5240000.000000;40.52734;40.02380;
5241000.000000;40.48157;40.13062;
5242000.000000;40.39001;40.13062;
5243000.000000;40.71045;39.88647;
5244000.000000;40.55786;40.14587;
5245000.000000;40.40527;40.19165;
5246000.000000;40.72571;39.87122;
5247000.000000;40.77148;39.84070;
5248000.000000;40.39001;40.22217;
5249000.000000;40.46631;40.08484;
5250000.000000;40.77148;39.76440;
5251000.000000;40.29846;40.08484;
5252000.000000;40.48157;40.05432;
5253000.000000;40.75623;39.85596;
5254000.000000;40.45105;40.03906;
5255000.000000;40.54260;40.08484;
5256000.000000;40.54260;40.05432;
5257000.000000;40.52734;40.03906;
5258000.000000;40.81726;39.94751;
5259000.000000;40.52734;40.06958;
5260000.000000;40.67993;39.97803;
5261000.000000;40.51208;39.94751;
5262000.000000;40.66467;39.96277;
5263000.000000;40.75623;39.94751;
5264000.000000;40.54260;40.03906;
5265000.000000;40.49683;40.00854;
5266000.000000;40.78674;39.71863;
5267000.000000;40.57312;39.96277;
5268000.000000;40.52734;40.13062;
5269000.000000;40.61890;40.03906;
5270000.000000;40.63416;40.06958;
5271000.000000;40.72571;39.81018;
5272000.000000;40.55786;40.05432;
5273000.000000;40.71045;39.85596;
5274000.000000;40.57312;39.94751;
5275000.000000;40.55786;39.97803;
5276000.000000;40.45105;40.22217;
5277000.000000;40.46631;40.13062;
5278000.000000;40.60364;40.08484;
5279000.000000;40.49683;40.11536;
5280000.000000;40.43579;40.03906;
5281000.000000;40.86304;39.68811;
5282000.000000;40.64941;39.90173;
5283000.000000;40.48157;40.19165;
5284000.000000;40.34424;40.25269;
5285000.000000;40.60364;39.94751;
5286000.000000;40.63416;40.00854;
5287000.000000;40.80200;40.02380;
5288000.000000;40.71045;39.94751;
5289000.000000;40.83252;40.08484;
5290000.000000;40.69519;40.03906;
5291000.000000;40.87830;39.96277;
5292000.000000;40.81726;39.87122;
5293000.000000;40.67993;40.02380;
5294000.000000;40.69519;39.88647;
5295000.000000;40.81726;39.88647;
5296000.000000;40.51208;40.14587;
5297000.000000;40.57312;39.99329;
5298000.000000;40.61890;39.94751;
5299000.000000;40.77148;40.10010;
5300000.000000;40.80200;39.82544;
5301000.000000;40.66467;40.00854;
5302000.000000;40.87830;39.84070;
5303000.000000;40.75623;39.90173;
5304000.000000;40.71045;40.13062;
5305000.000000;40.90881;39.85596;
5306000.000000;40.69519;40.03906;
5307000.000000;40.67993;40.08484;
5308000.000000;40.72571;39.91699;
5309000.000000;40.57312;40.20691;
5310000.000000;40.75623;39.96277;
5311000.000000;40.80200;40.06958;
5312000.000000;40.48157;40.34424;
5313000.000000;40.80200;40.10010;
5314000.000000;40.92407;39.96277;
5315000.000000;40.54260;40.26794;
5316000.000000;40.90881;39.76440;
5317000.000000;40.42053;40.11536;
5318000.000000;40.60364;40.14587;
5319000.000000;41.00037;39.84070;
5320000.000000;40.69519;40.02380;
5321000.000000;40.74097;40.16113;
5322000.000000;40.83252;40.00854;
5323000.000000;40.69519;40.14587;
5324000.000000;40.93933;39.76440;
5325000.000000;40.66467;40.10010;
5326000.000000;40.90881;39.93225;
5327000.000000;40.89355;40.16113;
5328000.000000;40.83252;39.97803;
5329000.000000;40.55786;40.22217;
5330000.000000;40.63416;40.19165;
5331000.000000;40.63416;40.22217;
5332000.000000;40.49683;40.19165;
5333000.000000;40.87830;40.00854;
5334000.000000;40.95459;39.82544;
5335000.000000;40.71045;40.28320;
5336000.000000;40.87830;39.82544;
5337000.000000;40.86304;39.93225;
5338000.000000;40.54260;40.22217;
5339000.000000;40.60364;40.20691;
5340000.000000;40.48157;40.25269;
5341000.000000;40.63416;40.06958;
5342000.000000;40.69519;40.05432;
5343000.000000;40.86304;40.10010;
5344000.000000;40.84778;40.10010;
5345000.000000;40.98511;40.02380;
5346000.000000;40.72571;39.90173;
5347000.000000;40.71045;40.02380;
5348000.000000;40.63416;40.05432;
5349000.000000;41.03088;39.81018;
5350000.000000;40.64941;40.13062;
5351000.000000;40.64941;39.99329;
5352000.000000;40.89355;40.10010;
5353000.000000;40.58838;40.26794;
5354000.000000;40.67993;40.31372;
5355000.000000;40.77148;39.85596;
5356000.000000;40.81726;40.13062;
5357000.000000;40.66467;40.05432;
5358000.000000;40.77148;40.14587;
5359000.000000;40.95459;40.06958;
5360000.000000;40.86304;40.19165;
5361000.000000;40.90881;40.02380;
5362000.000000;40.86304;40.20691;
5363000.000000;40.80200;40.02380;
5364000.000000;40.69519;40.08484;
5365000.000000;40.86304;39.96277;
5366000.000000;40.86304;40.06958;
5367000.000000;40.52734;40.22217;
5368000.000000;40.51208;40.42053;
5369000.000000;40.72571;39.87122;
5370000.000000;40.58838;39.97803;
5371000.000000;40.66467;40.20691;
5372000.000000;40.43579;40.06958;
5373000.000000;40.74097;40.23743;
5374000.000000;40.75623;40.13062;
5375000.000000;40.63416;39.97803;
5376000.000000;40.60364;40.40527;
5377000.000000;40.69519;40.26794;
5378000.000000;40.78674;40.17639;
5379000.000000;40.66467;40.23743;
5380000.000000;40.92407;40.00854;
5381000.000000;40.61890;40.26794;
5382000.000000;40.75623;40.10010;
5383000.000000;40.87830;40.22217;
5384000.000000;40.95459;40.10010;
5385000.000000;40.64941;40.06958;
5386000.000000;40.75623;40.00854;
5387000.000000;40.55786;40.11536;
5388000.000000;40.86304;39.81018;
5389000.000000;40.48157;40.17639;
5390000.000000;40.55786;40.35950;
5391000.000000;40.57312;40.03906;
5392000.000000;40.64941;40.20691;
5393000.000000;40.80200;40.11536;
5394000.000000;40.90881;39.82544;
5395000.000000;40.67993;39.76440;
5396000.000000;40.72571;39.93225;
5397000.000000;40.89355;39.88647;
5398000.000000;40.71045;40.26794;
5399000.000000;40.54260;40.35950;
5400000.000000;40.74097;39.90173;
5401000.000000;40.45105;40.39001;
5402000.000000;40.87830;40.14587;
5403000.000000;40.54260;39.87122;
5404000.000000;40.69519;39.85596;
5405000.000000;40.77148;40.00854;
5406000.000000;40.58838;40.05432;
5407000.000000;40.58838;39.93225;
5408000.000000;40.48157;40.26794;
5409000.000000;40.77148;40.03906;
5410000.000000;40.60364;40.35950;
5411000.000000;40.67993;40.05432;
5412000.000000;40.64941;40.26794;
5413000.000000;40.64941;39.85596;
5414000.000000;40.75623;40.16113;
5415000.000000;40.74097;39.99329;
5416000.000000;40.67993;40.23743;
5417000.000000;40.43579;40.08484;
5418000.000000;40.72571;40.02380;
5419000.000000;40.72571;40.13062;
5420000.000000;40.49683;40.08484;
5421000.000000;40.51208;40.26794;
5422000.000000;40.51208;40.08484;
5423000.000000;40.61890;40.06958;
5424000.000000;40.81726;39.88647;
5425000.000000;40.52734;39.99329;
5426000.000000;40.74097;40.05432;
5427000.000000;40.58838;40.08484;
5428000.000000;40.58838;39.79492;
5429000.000000;40.43579;40.11536;
5430000.000000;40.66467;39.97803;
5431000.000000;40.40527;40.08484;
5432000.000000;40.80200;39.99329;
5433000.000000;40.57312;39.81018;
5434000.000000;40.66467;40.16113;
5435000.000000;40.58838;40.26794;
5436000.000000;40.63416;40.25269;
5437000.000000;40.39001;40.16113;
5438000.000000;40.54260;40.06958;
5439000.000000;40.64941;39.97803;
5440000.000000;40.54260;39.82544;
5441000.000000;40.55786;40.17639;
5442000.000000;40.67993;40.10010;
5443000.000000;40.32898;40.23743;
5444000.000000;40.66467;40.11536;
5445000.000000;40.43579;40.02380;
5446000.000000;40.67993;40.06958;
5447000.000000;40.43579;40.17639;
5448000.000000;40.52734;40.19165;
5449000.000000;40.26794;40.02380;
5450000.000000;40.45105;40.23743;
5451000.000000;40.43579;39.93225;
5452000.000000;40.63416;40.05432;
5453000.000000;40.64941;40.11536;
5454000.000000;40.71045;39.87122;
5455000.000000;40.49683;40.05432;
5456000.000000;40.61890;40.03906;
5457000.000000;40.43579;40.02380;
5458000.000000;40.57312;40.29846;
5459000.000000;40.49683;40.23743;
5460000.000000;40.45105;40.00854;
5461000.000000;40.31372;40.00854;
5462000.000000;40.75623;39.94751;
5463000.000000;40.40527;40.00854;
5464000.000000;40.49683;40.19165;
5465000.000000;40.32898;40.00854;
5466000.000000;40.26794;40.10010;
5467000.000000;40.40527;40.35950;
5468000.000000;40.58838;40.16113;
5469000.000000;40.32898;40.11536;
5470000.000000;40.54260;40.11536;
5471000.000000;40.28320;40.25269;
5472000.000000;40.35950;40.11536;
5473000.000000;40.40527;40.25269;
5474000.000000;40.43579;40.03906;
5475000.000000;40.25269;40.13062;
5476000.000000;40.34424;40.02380;
5477000.000000;40.25269;40.13062;
5478000.000000;40.55786;40.11536;
5479000.000000;40.28320;40.02380;
5480000.000000;40.43579;40.31372;
5481000.000000;40.39001;40.26794;
5482000.000000;40.11536;40.25269;
5483000.000000;40.45105;40.03906;
5484000.000000;40.39001;40.00854;
5485000.000000;40.32898;39.84070;
5486000.000000;40.23743;39.96277;
5487000.000000;40.22217;39.94751;
5488000.000000;40.16113;39.93225;
5489000.000000;40.61890;40.02380;
5490000.000000;40.61890;39.99329;
5491000.000000;40.17639;40.31372;
5492000.000000;40.39001;40.25269;
5493000.000000;40.54260;39.79492;
5494000.000000;40.39001;39.85596;
5495000.000000;40.42053;39.87122;
5496000.000000;40.57312;40.20691;
5497000.000000;40.45105;40.28320;
5498000.000000;40.40527;40.11536;
5499000.000000;40.26794;40.39001;
5500000.000000;40.34424;40.11536;
5501000.000000;40.29846;40.23743;
5502000.000000;40.48157;40.00854;
5503000.000000;40.66467;40.14587;
5504000.000000;40.16113;40.13062;
5505000.000000;40.32898;40.20691;
5506000.000000;40.39001;40.08484;
5507000.000000;40.25269;40.37476;
5508000.000000;40.23743;40.14587;
5509000.000000;40.26794;40.23743;
5510000.000000;40.52734;40.20691;
5511000.000000;40.26794;40.08484;
5512000.000000;40.26794;40.08484;
5513000.000000;39.97803;40.19165;
5514000.000000;40.26794;39.85596;
5515000.000000;40.29846;40.06958;
5516000.000000;40.32898;40.10010;
5517000.000000;40.32898;40.29846;
5518000.000000;40.51208;40.29846;
5519000.000000;40.28320;40.03906;
5520000.000000;40.43579;40.16113;
5521000.000000;40.43579;40.03906;
5522000.000000;40.43579;40.23743;
5523000.000000;40.31372;40.11536;
5524000.000000;40.25269;40.25269;
5525000.000000;40.05432;39.96277;
5526000.000000;40.22217;39.99329;
5527000.000000;40.17639;40.02380;
5528000.000000;40.34424;40.19165;
5529000.000000;40.03906;40.03906;
5530000.000000;40.35950;40.23743;
5531000.000000;40.26794;40.00854;
5532000.000000;40.32898;40.14587;
5533000.000000;40.32898;40.25269;
5534000.000000;40.37476;40.02380;
5535000.000000;40.22217;39.77966;
5536000.000000;40.22217;40.14587;
5537000.000000;40.28320;39.91699;
5538000.000000;40.17639;40.22217;
5539000.000000;40.17639;39.94751;
5540000.000000;39.99329;40.03906;
5541000.000000;40.19165;40.17639;
5542000.000000;40.23743;40.26794;
5543000.000000;40.43579;40.22217;
5544000.000000;40.54260;40.20691;
5545000.000000;40.26794;40.25269;
5546000.000000;40.14587;40.13062;
5547000.000000;40.34424;40.22217;
5548000.000000;39.97803;40.03906;
5549000.000000;40.14587;39.84070;
5550000.000000;40.19165;40.08484;
5551000.000000;40.28320;40.20691;
5552000.000000;40.22217;40.19165;
5553000.000000;40.25269;39.84070;
5554000.000000;39.99329;39.91699;
5555000.000000;40.14587;40.10010;
5556000.000000;40.42053;39.94751;
5557000.000000;40.06958;40.03906;
5558000.000000;40.23743;40.06958;
5559000.000000;40.35950;40.03906;
5560000.000000;40.26794;40.03906;
5561000.000000;40.13062;39.81018;
5562000.000000;40.46631;39.87122;
5563000.000000;40.16113;40.13062;
5564000.000000;40.22217;40.28320;
5565000.000000;40.29846;39.99329;
5566000.000000;40.37476;40.23743;
5567000.000000;40.05432;40.25269;
5568000.000000;40.17639;39.87122;
5569000.000000;40.13062;40.06958;
5570000.000000;40.06958;40.35950;
5571000.000000;40.08484;40.14587;
5572000.000000;40.34424;40.22217;
5573000.000000;40.37476;39.96277;
5574000.000000;40.37476;39.94751;
5575000.000000;40.28320;40.22217;
5576000.000000;40.00854;40.06958;
5577000.000000;39.85596;40.10010;
5578000.000000;40.22217;40.05432;
5579000.000000;40.39001;40.08484;
5580000.000000;40.17639;40.23743;
5581000.000000;40.32898;40.19165;
5582000.000000;40.11536;40.22217;
5583000.000000;39.84070;40.10010;
5584000.000000;40.32898;39.94751;
5585000.000000;39.96277;40.35950;
5586000.000000;40.32898;40.11536;
5587000.000000;40.14587;39.97803;
5588000.000000;40.14587;40.39001;
5589000.000000;39.90173;40.08484;
5590000.000000;40.23743;40.11536;
5591000.000000;40.29846;39.84070;
5592000.000000;40.11536;39.82544;
5593000.000000;39.96277;39.84070;
5594000.000000;40.02380;39.90173;
5595000.000000;40.06958;39.88647;
5596000.000000;40.29846;40.19165;
5597000.000000;39.96277;40.17639;
5598000.000000;39.87122;40.06958;
5599000.000000;39.97803;40.14587;
5600000.000000;40.14587;39.84070;
5601000.000000;39.84070;40.06958;
5602000.000000;39.90173;39.96277;
5603000.000000;40.17639;40.17639;
5604000.000000;40.06958;40.03906;
5605000.000000;39.91699;39.99329;
5606000.000000;39.99329;39.81018;
5607000.000000;39.82544;40.00854;
5608000.000000;40.00854;40.05432;
5609000.000000;39.99329;40.14587;
5610000.000000;40.22217;40.03906;
5611000.000000;40.05432;39.90173;
5612000.000000;40.11536;40.14587;
5613000.000000;39.82544;40.00854;
5614000.000000;40.10010;40.32898;
5615000.000000;39.99329;40.10010;
5616000.000000;40.10010;40.20691;
5617000.000000;40.32898;40.03906;
5618000.000000;39.97803;39.85596;
5619000.000000;40.05432;39.88647;
5620000.000000;40.05432;39.77966;
5621000.000000;40.16113;40.26794;
5622000.000000;39.90173;40.02380;
5623000.000000;39.87122;40.31372;
5624000.000000;40.06958;40.14587;
5625000.000000;40.14587;39.88647;
5626000.000000;39.91699;40.13062;
5627000.000000;39.88647;40.00854;
5628000.000000;40.16113;40.02380;
5629000.000000;39.99329;40.25269;
5630000.000000;40.06958;40.11536;
5631000.000000;39.87122;40.11536;
5632000.000000;39.77966;40.11536;
5633000.000000;39.99329;39.87122;
5634000.000000;39.90173;40.29846;
5635000.000000;39.94751;40.11536;
5636000.000000;39.82544;40.17639;
5637000.000000;40.03906;40.14587;
5638000.000000;39.88647;40.16113;
5639000.000000;40.02380;40.13062;
5640000.000000;40.03906;40.34424;
5641000.000000;40.20691;40.22217;
5642000.000000;40.19165;40.14587;
5643000.000000;40.00854;40.26794;
5644000.000000;40.16113;40.23743;
5645000.000000;40.03906;39.82544;
5646000.000000;39.84070;39.97803;
5647000.000000;40.05432;40.31372;
5648000.000000;39.81018;40.08484;
5649000.000000;39.91699;40.23743;
5650000.000000;40.22217;39.88647;
5651000.000000;39.88647;39.93225;
5652000.000000;39.85596;39.96277;
5653000.000000;40.02380;40.11536;
5654000.000000;39.99329;39.93225;
5655000.000000;40.13062;39.90173;
5656000.000000;40.00854;40.29846;
5657000.000000;39.82544;40.10010;
5658000.000000;40.02380;40.32898;
5659000.000000;39.88647;40.02380;
5660000.000000;40.00854;39.79492;
5661000.000000;39.81018;39.90173;
5662000.000000;40.02380;40.02380;
5663000.000000;40.06958;40.25269;
5664000.000000;39.71863;40.03906;
5665000.000000;39.97803;40.26794;
5666000.000000;39.94751;39.96277;
5667000.000000;39.94751;40.17639;
5668000.000000;39.93225;40.03906;
5669000.000000;39.81018;40.06958;
5670000.000000;40.00854;39.88647;
5671000.000000;39.91699;40.08484;
5672000.000000;40.03906;40.35950;
5673000.000000;40.20691;40.16113;
5674000.000000;40.00854;40.20691;
5675000.000000;39.70337;40.19165;
5676000.000000;39.94751;40.32898;
5677000.000000;39.94751;40.20691;
5678000.000000;39.94751;40.32898;
5679000.000000;40.03906;40.43579;
5680000.000000;39.81018;40.32898;
5681000.000000;39.71863;39.99329;
5682000.000000;39.87122;40.17639;
5683000.000000;40.11536;40.14587;
5684000.000000;39.68811;40.08484;
5685000.000000;39.99329;39.91699;
5686000.000000;39.61182;40.06958;
5687000.000000;39.96277;40.23743;
5688000.000000;39.73389;40.00854;
5689000.000000;39.99329;40.22217;
5690000.000000;40.02380;40.03906;
5691000.000000;39.65759;40.25269;
5692000.000000;39.74915;40.08484;
5693000.000000;39.82544;39.76440;
5694000.000000;39.58130;39.91699;
5695000.000000;39.81018;40.08484;
5696000.000000;39.94751;40.22217;
5697000.000000;40.16113;39.97803;
5698000.000000;40.05432;39.97803;
5699000.000000;39.99329;39.93225;
5700000.000000;40.02380;40.20691;
5701000.000000;39.77966;40.00854;
5702000.000000;39.58130;40.05432;
5703000.000000;39.85596;40.08484;
5704000.000000;39.73389;39.99329;
5705000.000000;39.82544;40.05432;
5706000.000000;40.00854;40.20691;
5707000.000000;39.58130;39.97803;
5708000.000000;40.17639;40.17639;
5709000.000000;39.99329;40.13062;
5710000.000000;39.81018;40.25269;
5711000.000000;39.62708;40.11536;
5712000.000000;39.59656;40.03906;
5713000.000000;39.62708;40.00854;
5714000.000000;39.77966;40.11536;
5715000.000000;39.50500;40.20691;
5716000.000000;39.82544;39.99329;
5717000.000000;39.67285;40.02380;
5718000.000000;39.68811;39.88647;
5719000.000000;40.06958;40.08484;
5720000.000000;39.56604;39.96277;
5721000.000000;39.77966;40.13062;
5722000.000000;39.87122;40.13062;
5723000.000000;39.90173;40.17639;
5724000.000000;39.81018;39.90173;
5725000.000000;39.42871;40.10010;
5726000.000000;39.62708;40.10010;
5727000.000000;39.93225;39.79492;
5728000.000000;39.84070;40.03906;
5729000.000000;39.93225;40.02380;
5730000.000000;39.84070;40.10010;
5731000.000000;39.91699;40.11536;
5732000.000000;39.65759;39.94751;
5733000.000000;39.73389;40.05432;
5734000.000000;39.79492;40.02380;
5735000.000000;39.93225;40.17639;
5736000.000000;39.50500;39.99329;
5737000.000000;39.74915;39.82544;
5738000.000000;39.85596;40.20691;
5739000.000000;39.74915;39.94751;
5740000.000000;39.84070;40.19165;
5741000.000000;39.76440;40.05432;
5742000.000000;39.85596;40.28320;
5743000.000000;39.90173;39.85596;
5744000.000000;39.61182;39.84070;
5745000.000000;39.71863;40.03906;
5746000.000000;39.77966;39.82544;
5747000.000000;39.97803;40.06958;
5748000.000000;39.64233;39.97803;
5749000.000000;39.79492;40.10010;
5750000.000000;39.62708;40.22217;
5751000.000000;39.88647;40.19165;
5752000.000000;39.90173;40.20691;
5753000.000000;39.88647;40.28320;
5754000.000000;39.71863;40.03906;
5755000.000000;39.77966;40.40527;
5756000.000000;39.56604;40.13062;
5757000.000000;40.03906;40.06958;
5758000.000000;39.81018;39.94751;
5759000.000000;39.68811;40.13062;
5760000.000000;39.67285;40.31372;
5761000.000000;39.99329;40.11536;
5762000.000000;39.96277;40.20691;
5763000.000000;39.79492;40.34424;
5764000.000000;39.77966;40.02380;
5765000.000000;39.90173;40.17639;
5766000.000000;39.58130;39.94751;
5767000.000000;39.59656;40.08484;
5768000.000000;39.73389;39.99329;
5769000.000000;39.61182;40.31372;
5770000.000000;39.59656;40.03906;
5771000.000000;39.59656;39.82544;
5772000.000000;39.74915;39.90173;
5773000.000000;39.81018;40.10010;
5774000.000000;39.56604;40.05432;
